title,duration,views,likes,comments,published_at,engagement,duration_minutes,channel_name,date,time
Why Land Matters to Native Americans: Ep 5 of Crash Course Native American History,PT10M52S,72972,4851,58,2025-06-10T16:00:35Z,0.0672723784465274,10.866666666666667,CrashCourse,2025-06-10,04:00:35 PM
Let's talk about porn literacy: Sex Ed #12,PT9M41S,284331,4835,0,2025-06-05T16:00:25Z,0.0170048288790177,9.683333333333334,CrashCourse,2025-06-05,04:00:25 PM
What Makes Someone Native American?: Ep 4 of Crash Course Native American History,PT12M13S,92827,6240,103,2025-06-03T16:00:57Z,0.0683314121968823,12.216666666666669,CrashCourse,2025-06-03,04:00:57 PM
Myths & Misconceptions About Native Americans: Ep 3 of Crash Course Native American History,PT12M35S,177749,11197,142,2025-05-27T16:00:28Z,0.0637922013625955,12.583333333333334,CrashCourse,2025-05-27,04:00:28 PM
What is consent?: Sex Ed #11,PT9M28S,84395,3604,57,2025-05-22T16:01:19Z,0.0433793471177202,9.466666666666669,CrashCourse,2025-05-22,04:01:19 PM
The 2025 Crash Course Coin,PT5M22S,68360,4963,98,2025-05-20T16:00:49Z,0.0740345231129315,5.366666666666666,CrashCourse,2025-05-20,04:00:49 PM
Understanding Abortion: Sex Ed #10,PT8M54S,87062,3646,0,2025-05-15T16:00:35Z,0.0418782017412878,8.9,CrashCourse,2025-05-15,04:00:35 PM
Tribal Sovereignty Explained: Ep 2 of Crash Course Native American History,PT11M22S,107404,7615,57,2025-05-13T16:00:34Z,0.0714312316114856,11.366666666666667,CrashCourse,2025-05-13,04:00:34 PM
Pregnancy & Childbirth: Sex Ed #9,PT10M5S,132743,3275,51,2025-05-08T16:01:25Z,0.0250559351528894,10.083333333333334,CrashCourse,2025-05-08,04:01:25 PM
Introduction to Native American History: Ep 1 of Crash Course Native American History,PT12M48S,306863,19332,300,2025-05-06T16:01:00Z,0.0639764324796407,12.8,CrashCourse,2025-05-06,04:01:00 PM
